Date/Time,Green Algae,Bluegreen,Diatoms,Cryptophyta,Yellow substances,Total conc.,Transmission,Depth,Temp. Sample,Site
date,µg/l,µg/l,µg/l,µg/l,µg/l,µg/l,%,m,°C,
10/10/2018 10:03,0,0.67,0,0,0,0.67,98.18,-1.23,21.27,
10/10/2018 10:03,0,1.04,0,0.1,0,1.14,97.51,-1.21,21.26,
10/10/2018 10:03,0,1.2,0,0,0,1.2,97.19,-1.21,21.26,
10/10/2018 10:03,0,1.1,0,0.19,0,1.28,97.13,-1.21,21.26,
10/10/2018 10:03,0,0.64,0,0,0,0.64,97.62,-1.21,21.26,
10/10/2018 10:03,0,0.16,0,0,0,0.16,97.68,-1.21,21.26,
10/10/2018 10:03,0.83,0.89,0,0,0,1.71,97.53,-1.21,21.27,
10/10/2018 10:03,0,1.13,0,0.03,0,1.16,97.67,-1.21,21.29,
10/10/2018 10:03,0.63,0.33,0,0,0,0.97,97.45,-1.21,21.29,
10/10/2018 10:03,0,0.75,0,0,0,0.75,97.48,-1.21,21.29,
10/10/2018 10:03,0,1.06,0.2,0,0,1.26,97.47,-1.21,21.3,
10/10/2018 10:03,0,0,0,0.29,0,0.29,97.83,-1.21,21.31,
10/10/2018 10:03,0.22,1.53,0.28,0,0,2.04,97.61,-1.21,21.31,
10/10/2018 10:03,0.33,1.18,0,0,0,1.51,97.49,-1.22,21.31,
10/10/2018 10:03,0,0.07,0,0,0,0.07,97.1,-1.21,21.31,
10/10/2018 10:03,0,0.14,0.28,0,0.03,0.43,97.43,-1.21,21.31,
10/10/2018 10:03,0,1.2,0,0,0,1.2,96.87,-1.2,21.3,
10/10/2018 10:03,0,0.28,0,0,0.11,0.28,97.38,-1.22,21.32,
10/10/2018 10:03,0,0.48,0.46,0,0,0.95,97.23,-1.19,21.3,
10/10/2018 10:04,0,1.18,0,0,0,1.18,97.7,-1.21,21.3,
10/10/2018 10:04,0.21,1.23,0,0,0,1.44,97.54,-1.22,21.31,
10/10/2018 10:04,0,1.13,3.27,0,0.18,4.4,94.34,-1.1,20.09,
10/10/2018 10:04,4.23,0.13,6.74,3.36,0.53,14.46,100,-0.78,18.41,
10/10/2018 10:04,0,0,9.66,2.76,0.55,12.43,100,-0.75,18.18,
10/10/2018 10:04,1.29,0,8.79,2.67,0.57,12.75,100,-0.75,18.2,
10/10/2018 10:04,0,0,8.9,3.09,0.46,11.99,100,-0.74,18.23,
10/10/2018 10:04,0,0,9.28,2.49,0.62,11.76,100,-0.74,18.26,
10/10/2018 10:04,0.22,0.31,9.43,2.87,0.56,12.83,100,-0.75,18.31,
10/10/2018 10:04,0,0,8.56,3.36,0.56,11.92,100,-0.73,18.27,
10/10/2018 10:04,0,0,8.07,3.97,0.58,12.03,100,-0.58,18.11,
10/10/2018 10:04,1.13,0.1,8.26,3.86,0.59,13.35,100,-0.35,18.01,
10/10/2018 10:04,0,0,8.94,3.79,0.55,12.73,100,0,18.01,Shack
10/10/2018 10:04,0,0,9.3,3.73,0.56,13.03,100,0.28,18,Shack
10/10/2018 10:04,0,0,9.09,3.8,0.6,12.89,100,0.33,18.01,Shack
10/10/2018 10:04,0,0,9.44,3.83,0.57,13.27,100,0.33,18.01,Shack
10/10/2018 10:04,0,0,9.71,3.47,0.56,13.17,100,0.6,17.99,Shack
10/10/2018 10:04,0,0,9.71,3.19,0.6,12.9,100,1.44,17.96,Shack
10/10/2018 10:04,0,0,8.78,3.94,0.63,12.71,100,1.54,17.97,Shack
10/10/2018 10:04,0,0.61,9.16,3.68,0.59,13.45,100,1.55,17.99,Shack
10/10/2018 10:04,0,0,8.25,3.35,0.67,11.6,100,2.38,17.93,Shack
