Date/Time,Green Algae,Bluegreen,Diatoms,Cryptophyta,Yellow substances,Total conc.,Transmission,Depth,Temp. Sample,Site
date,µg/l,µg/l,µg/l,µg/l,µg/l,µg/l,%,m,°C,
6/26/2018 10:11,0.79,0.37,0,0.78,1.02,1.93,100,-0.85,20.52,
6/26/2018 10:11,0,0.95,0.91,0,0.95,1.86,100,-0.54,20.48,
6/26/2018 10:11,0,0.54,1.23,0,0.93,1.77,100,-0.18,20.45,
6/26/2018 10:11,0,0.25,0.98,0.39,0.94,1.61,100,0.39,20.44,Shack
6/26/2018 10:11,0.29,0.18,0.52,0.63,0.96,1.63,100,0.75,20.45,Shack
6/26/2018 10:11,0.48,0.59,0.22,0.84,0.98,2.13,100,0.76,20.51,Shack
6/26/2018 10:11,0,0.43,0.31,0.75,1.03,1.49,100,0.91,20.48,Shack
6/26/2018 10:11,0,0.78,1.29,0,0.94,2.07,100,1.6,20.36,Shack
6/26/2018 10:11,0.27,1.41,0.52,0.21,0.98,2.4,100,1.99,20.33,Shack
6/26/2018 10:11,0,0.3,0.53,0.54,0.98,1.36,100,2.05,20.34,Shack
6/26/2018 10:11,0.1,0.46,0.67,0.45,0.95,1.69,100,2.37,20.32,Shack
6/26/2018 10:11,0,0.58,0.88,0.13,0.98,1.59,100,3.08,20.26,Shack
6/26/2018 10:11,0.27,1.01,0.63,0,1,1.91,100,3.36,20.24,Shack
6/26/2018 10:11,0,0.93,0.64,0.14,0.98,1.71,100,3.52,20.24,Shack
6/26/2018 10:11,0,0.29,0.05,0.59,1.04,0.93,100,4.2,20.21,Shack
6/26/2018 10:11,0,0.55,0.12,0.32,1.05,0.99,100,4.48,20.2,Shack
6/26/2018 10:11,0,2.06,0.45,0,0.99,2.51,100,4.5,20.22,Shack
6/26/2018 10:11,0,0.63,0.1,0.4,1.01,1.13,100,4.93,20.19,Shack
6/26/2018 10:11,0,0.67,0.52,0.12,0.98,1.3,100,5.51,20.15,Shack
6/26/2018 10:11,0.52,0.55,1,0,0.96,2.08,100,5.57,20.14,Shack
6/26/2018 10:11,0,0.36,0.28,0.33,1,0.97,100,5.79,20.13,Shack
6/26/2018 10:11,0,0.67,0.35,0,1,1.02,100,6.24,20.12,Shack
6/26/2018 10:11,0,0.47,0.17,0.27,0.99,0.92,100,6.71,20.11,Shack
6/26/2018 10:11,0,0.31,0.08,0.44,1,0.83,100,6.87,20.11,Shack
6/26/2018 10:11,0,0.38,0.26,0.25,1,0.88,100,6.91,20.09,Shack
6/26/2018 10:12,0,0.18,0,0.49,0.99,0.68,100,7.29,20.09,Shack
6/26/2018 10:12,0,0.68,0,0.38,0.98,1.06,100,7.86,20.07,Shack
6/26/2018 10:12,0,0.5,0.14,0,1.01,0.64,100,8.44,20.07,Shack
6/26/2018 10:12,0,0.58,0,0.22,0.99,0.81,100,8.51,20.07,Shack
6/26/2018 10:12,0,0.54,0,0.11,1.01,0.65,100,8.78,20.07,Shack
6/26/2018 10:12,0,0.28,0,0.18,1,0.46,100,9.35,20.06,Shack
6/26/2018 10:12,0,0.37,0,0.13,1,0.5,100,9.7,20.06,Shack
6/26/2018 10:12,0,0.39,0,0.11,1,0.5,100,9.78,20.06,Shack
6/26/2018 10:12,0,0.33,0,0.14,0.99,0.47,100,10.18,20.06,Shack
6/26/2018 10:12,0,0.9,0,0,1,0.9,100,10.68,20.06,Shack
6/26/2018 10:12,0,0.39,0,0.01,1.01,0.4,100,11.1,20.06,Shack
6/26/2018 10:12,0,3.09,2.85,0,0.33,5.94,57.28,11.31,20.06,Shack
6/26/2018 10:12,0,4.46,4.74,0,0.28,9.21,25.1,11.06,20.06,
6/26/2018 10:12,0,1.1,0.87,0,0.96,1.96,92.56,10.35,20.08,
6/26/2018 10:12,0,0.47,0,0.13,1.02,0.6,100,9.45,20.07,
6/26/2018 10:12,0,0.34,0,0.13,0.99,0.47,100,8.59,20.06,
6/26/2018 10:12,0,0.51,0.12,0.14,0.99,0.77,100,7.68,20.07,
6/26/2018 10:12,0,0.49,0.02,0.2,1.03,0.71,100,6.75,20.07,
6/26/2018 10:12,0,0.48,0,0.4,1.04,0.88,100,5.86,20.09,
6/26/2018 10:12,0,0.63,0.18,0.18,1.03,0.99,100,4.97,20.11,
6/26/2018 10:12,0,0.48,0,0.38,1.04,0.86,100,4.03,20.16,
6/26/2018 10:12,0,0.47,0.03,0.33,1.09,0.83,100,3.1,20.19,
6/26/2018 10:12,0,0.62,1.03,0,0.98,1.65,100,2.23,20.23,
6/26/2018 10:12,0.25,1.12,1.05,0,0.85,2.43,100,1.35,20.28,
6/26/2018 10:12,2.42,0.82,1.18,0,0.69,4.41,100,0.51,20.33,
6/26/2018 10:13,0,0.23,0,0.48,0.91,0.71,100,-0.36,20.38,
6/26/2018 10:13,0,0.54,0,0.03,1.34,0.57,96.42,-0.63,20.41,
6/26/2018 10:13,0,0.11,0,0,0.03,0.11,60.41,-1.05,20.35,
6/26/2018 10:13,0,0,0,0,0.33,0,77.39,-1.06,20.26,
6/26/2018 10:13,0,0.33,0,0,0.41,0.33,71.9,-1.01,20.25,
6/26/2018 10:13,0,0,0,0,0.42,0,76.1,-1.05,20.29,
6/26/2018 10:13,0,0,0,0,0,0,64.74,-1.12,20.12,
6/26/2018 10:13,0,1.01,0,0,0.2,1.01,76.33,-1.13,19.99,
6/26/2018 10:13,0,0.48,0,0,0,0.48,82.68,-1.13,20.01,
6/26/2018 10:13,0,0,0,0,0.12,0,82.93,-1.12,20.05,
6/26/2018 10:13,0,0,0,0,0.15,0,83.15,-1.12,20.08,
6/26/2018 10:13,0,0.43,0,0,0.2,0.43,83.08,-1.12,20.09,
6/26/2018 10:13,1.97,0,0,0,0.06,1.97,83.34,-1.12,20.12,
6/26/2018 10:13,0,0,0.12,0,0,0.12,83.34,-1.12,20.13,
6/26/2018 10:13,0.99,0.51,0,0,0,1.51,82.91,-1.13,20.13,
6/26/2018 10:13,1.48,0,0,0,0.21,1.48,84.24,-1.12,20.13,
6/26/2018 10:13,0,0,0.07,0,0,0.07,84.28,-1.11,20.14,
6/26/2018 11:05,3.39,0.86,0.11,0.68,0.81,5.05,100,-0.68,20.46,
6/26/2018 11:05,0,1.26,0.32,0,0.92,1.58,100,-0.24,20.52,
6/26/2018 11:05,0,1.69,0,0.66,0.99,2.36,100,0.23,20.52,B125
6/26/2018 11:05,0,0.61,0,0.63,0.95,1.24,100,0.67,20.53,B125
6/26/2018 11:05,0.07,0.89,0.9,0,0.89,1.86,100,0.79,20.54,B125
6/26/2018 11:05,0,1.21,0.28,0,1.01,1.49,100,0.91,20.54,B125
6/26/2018 11:06,0,1.13,0.67,0,0.96,1.8,100,1.44,20.52,B125
