Date/Time,Green Algae,Bluegreen,Diatoms,Cryptophyta,Yellow substances,Total conc.,Transmission,Depth,Temp. Sample,Site
date,µg/l,µg/l,µg/l,µg/l,µg/l,µg/l,%,m,°C,
8/15/2018 9:29,0,2.4,0,0,0,2.4,99.64,-1.24,22.42,
8/15/2018 9:29,0,1.31,0,1.65,0,2.96,100,-1.24,22.44,
8/15/2018 9:29,0,0,0,0,0.65,0,98.42,-1.25,22.44,
8/15/2018 9:29,0,0,0,0,0.15,0,96.08,-1.25,22.44,
8/15/2018 9:29,0.09,0.09,0.71,0,0,0.89,99.4,-1.24,22.44,
8/15/2018 9:29,0,0,0.01,0,0,0.01,99.93,-1.25,22.45,
8/15/2018 9:29,0.7,0.77,0,0,0,1.47,98.21,-1.25,22.45,
8/15/2018 9:29,0.25,2.29,0,0,0,2.54,99.72,-1.24,22.44,
8/15/2018 9:29,0,0.42,0,1.65,0,2.06,99.47,-1.25,22.45,
8/15/2018 9:29,0,0,0,0,0,0,99.3,-1.25,22.46,
8/15/2018 9:29,0,0,0,0,0.27,0,99,-1.24,22.46,
8/15/2018 9:29,0,0,2.35,0,0,2.35,99.22,-1.24,22.46,
8/15/2018 9:29,4.17,1.75,0,0,0,5.92,91.42,-1.25,22.46,
8/15/2018 9:29,0,0.09,0,0,0,0.09,100,-1.24,22.48,
8/15/2018 9:29,0,2.21,0,1.74,0.48,3.95,93.37,-1.15,23.42,
8/15/2018 9:29,1.82,3.45,2.28,0,0.7,7.55,89.88,-1.06,24.37,
8/15/2018 9:29,0.61,3.43,3.65,0,0.71,7.69,94.67,-1.06,24.46,
8/15/2018 9:29,4.48,5.05,3.31,0,0.75,12.84,100,-0.97,24.54,
8/15/2018 9:29,2.73,4.44,3.92,0,1.02,11.09,100,-0.74,24.57,
8/15/2018 9:29,6.75,6.44,3.81,0,0.69,17,100,-0.25,24.58,
8/15/2018 9:29,4.33,6.07,4.66,0,0.76,15.06,100,0.09,24.58,Shack
8/15/2018 9:29,2.91,5.4,4.53,0,0.81,12.84,100,0.19,24.58,Shack
8/15/2018 9:29,3.99,5.49,4.44,0,0.88,13.92,100,0.43,24.58,Shack
8/15/2018 9:29,3.12,7.02,4.91,0,0.79,15.04,100,1.32,24.56,Shack
8/15/2018 9:29,2.59,7.08,5.13,0,0.84,14.81,100,1.6,24.53,Shack
8/15/2018 9:29,1.48,6.03,5.67,0,0.81,13.17,100,1.62,24.56,Shack
8/15/2018 9:30,2.09,6.61,4.97,0,0.91,13.67,100,2.07,24.59,Shack
8/15/2018 9:30,1.72,6.64,4.84,0,0.9,13.19,100,2.42,24.55,Shack
8/15/2018 9:30,2.11,6.34,5.29,0,0.82,13.74,100,2.46,24.54,Shack
8/15/2018 9:30,2,6.13,4.87,0,0.9,13,100,2.61,24.53,Shack
8/15/2018 9:30,2.3,6.08,4.4,0,0.91,12.77,100,3.38,24.53,Shack
8/15/2018 9:30,2.27,6.03,4.21,0,0.94,12.51,100,3.6,24.51,Shack
8/15/2018 9:30,1.67,6.2,4.43,0,0.9,12.3,100,3.6,24.51,Shack
8/15/2018 9:30,2.45,5.96,4.35,0,0.92,12.77,100,3.74,24.52,Shack
8/15/2018 9:30,1.99,6.12,4.04,0,0.96,12.15,100,4.51,24.53,Shack
8/15/2018 9:30,2.49,6.38,3.92,0,0.95,12.79,100,4.77,24.52,Shack
8/15/2018 9:30,2.01,6.56,3.98,0,0.96,12.54,100,4.77,24.51,Shack
8/15/2018 9:30,0.8,5.93,4.11,0,1.04,10.84,100,5.24,24.52,Shack
8/15/2018 9:30,1.29,6.07,4.22,0,1.02,11.59,100,5.82,24.53,Shack
8/15/2018 9:30,1.2,5.58,3.97,0,1.03,10.75,100,5.88,24.53,Shack
8/15/2018 9:30,1.19,5.82,4.24,0,1,11.26,100,6.14,24.53,Shack
8/15/2018 9:30,2.82,6.03,3.51,0,0.98,12.36,100,6.92,24.53,Shack
8/15/2018 9:30,1.56,6.04,3.93,0,1.02,11.54,100,7,24.53,Shack
8/15/2018 9:30,1.88,5.98,3.83,0,1.02,11.69,100,7.25,24.53,Shack
8/15/2018 9:30,2.36,5.36,3.38,0,1.02,11.09,100,8.11,24.53,Shack
8/15/2018 9:30,2.79,5.83,3.28,0,1.03,11.91,100,8.22,24.53,Shack
8/15/2018 9:30,2.49,5.58,3.36,0,1.03,11.43,100,8.24,24.53,Shack
8/15/2018 9:30,2.93,5.59,3.25,0,1.01,11.76,100,8.98,24.53,Shack
8/15/2018 9:30,2.9,5.51,3.22,0,1.03,11.63,100,9.47,24.53,Shack
8/15/2018 9:30,2.42,6.21,3.46,0,1.03,12.09,100,9.53,24.53,Shack
8/15/2018 9:30,2.9,5.62,3.21,0,1.04,11.73,100,9.77,24.52,Shack
8/15/2018 9:31,1.94,3.5,2.52,0,1.06,7.96,100,10.4,24.36,Shack
8/15/2018 9:31,0.02,3.11,2.1,0,1.06,5.23,100,10.69,24.18,Shack
8/15/2018 9:31,2.04,3.15,2.27,0,1.05,7.46,100,10.85,23.96,Shack
8/15/2018 9:31,4.97,7.93,4.62,0,0.46,17.52,84.83,11.15,23.58,Shack
8/15/2018 9:31,3.12,13.04,8.46,0,0.21,24.62,33.81,11.09,23.48,
8/15/2018 9:31,2.93,12.04,6.86,0,0.61,21.83,65.52,10.53,23.47,
8/15/2018 9:31,1.13,4.95,3.2,0,1.01,9.28,100,9.74,23.82,
8/15/2018 9:31,2.75,5.47,2.95,0,1.03,11.16,100,8.98,24.38,
8/15/2018 9:31,2.55,5.42,3.21,0,1.04,11.17,100,8.32,24.5,
8/15/2018 9:31,2.52,5.12,3.27,0,1.02,10.91,100,7.57,24.51,
8/15/2018 9:31,2.5,5.86,3.42,0,1,11.78,100,6.93,24.52,
8/15/2018 9:31,2,5.41,3.71,0,0.99,11.12,100,6.36,24.53,
8/15/2018 9:31,1.86,6.31,3.83,0,0.99,12,100,5.72,24.53,
8/15/2018 9:31,1.89,5.72,3.86,0,0.99,11.48,100,5.12,24.53,
8/15/2018 9:31,1.89,6.3,4.01,0,0.98,12.2,100,4.61,24.53,
8/15/2018 9:31,1.07,6.22,4.21,0,1,11.5,100,3.96,24.53,
8/15/2018 9:31,2.51,6.4,3.86,0,0.96,12.77,100,3.17,24.54,
8/15/2018 9:31,2.92,5.92,3.94,0,0.91,12.78,100,2.44,24.57,
8/15/2018 9:31,1.11,6.3,4.84,0,0.87,12.26,100,1.93,24.56,
8/15/2018 9:31,1.28,7.15,4.78,0,0.92,13.21,100,1.21,24.57,
8/15/2018 9:31,0,6.44,5.37,0,0.96,11.81,100,0.4,24.59,
8/15/2018 9:31,2.93,6.22,5.07,0,0.78,14.22,100,-0.35,24.61,
8/15/2018 9:31,1.7,5.85,5.87,0,0.53,13.42,100,-0.77,24.64,
8/15/2018 9:31,3.66,0,0,1.59,0.47,5.25,96.81,-1.09,24.61,
8/15/2018 9:31,0,0,0,0,0,0,92.17,-1.14,24.56,
8/15/2018 9:32,0,0,0,0,0,0,91.93,-1.13,24.53,
8/15/2018 9:32,0,0,0,0,0,0,98.08,-1.23,24.47,
8/15/2018 9:32,2.84,0,0,0,0.33,2.84,100,-1.23,24.39,
8/15/2018 9:32,0,0.43,0,0,0.17,0.43,97.95,-1.24,24.3,
8/15/2018 9:32,3.06,0,0,0,0,3.06,99.03,-1.23,24.27,
8/15/2018 9:32,0,0,0.12,0,0.15,0.12,99.14,-1.23,24.27,
8/15/2018 9:32,0,0,0.49,0,0,0.49,99.74,-1.23,24.28,
8/15/2018 9:32,0,1.24,0.27,0,0.24,1.51,99.68,-1.24,24.28,
8/15/2018 9:32,0,1.87,0,0,0,1.87,99.18,-1.23,24.28,
8/15/2018 10:08,0,2.07,0,0,0,2.07,98.29,-1.24,23.22,
8/15/2018 10:08,3.29,0,0,0,0.15,3.29,98.27,-1.25,23.23,
8/15/2018 10:08,0,3.11,0.51,0,0,3.62,98.78,-1.24,23.23,
8/15/2018 10:08,0,0.23,0,0,0,0.23,98.97,-1.25,23.23,
8/15/2018 10:08,0,2.53,0,0,0,2.53,98.45,-1.25,23.25,
8/15/2018 10:08,0,2.85,0,0,0,2.85,99.87,-1.25,23.25,
8/15/2018 10:08,0,0.33,0,0,0.19,0.33,97.86,-1.24,23.25,
8/15/2018 10:08,0,2.98,0,0,0,2.98,99.65,-1.25,23.25,
8/15/2018 10:08,0,0,1.24,0,0,1.24,98.46,-1.25,23.25,
8/15/2018 10:08,0,0,0,0,0,0,99.91,-1.26,23.21,
8/15/2018 10:08,0,0.77,0,2.23,0,3.01,100,-1.24,23.16,
8/15/2018 10:08,0,0,0,0.62,0.03,0.62,100,-1.26,23.16,
8/15/2018 10:08,2.74,0.11,0,0,0,2.85,99.03,-1.25,23.16,
8/15/2018 10:08,0,0.06,0,0,0,0.06,98.98,-1.25,23.16,
8/15/2018 10:08,0,1.69,0,0,0,1.69,98.73,-1.24,23.16,
8/15/2018 10:08,0,0.67,0,0.81,0,1.48,98.11,-1.26,23.17,
8/15/2018 10:08,0,2.14,0,0,0,2.14,99.4,-1.24,23.18,
8/15/2018 10:08,0,1.56,0,0,0,1.56,100,-1.17,23.25,
8/15/2018 10:08,0,2.82,3.23,0,0.36,6.05,83.79,-1.08,24.04,
8/15/2018 10:08,0.07,1.65,1.4,0,0.03,3.12,80.79,-1.14,24.68,
8/15/2018 10:09,0,1.49,0,2.57,0.62,4.06,86.22,-1.11,24.69,
8/15/2018 10:09,1.34,2.81,3.09,0,0.65,7.25,87.11,-1.1,24.71,
8/15/2018 10:09,1.57,3.18,1.79,0,0.63,6.53,82.42,-1.08,24.76,
8/15/2018 10:09,0,5.57,4.9,0,1.03,10.46,100,-1.01,24.75,
8/15/2018 10:09,0,5.01,6.78,0,1.12,11.79,100,-0.75,24.79,
8/15/2018 10:09,5.68,4.5,3.97,1.71,0.77,15.86,100,-0.56,24.77,
8/15/2018 10:09,3.57,5.32,5.87,0,0.7,14.77,100,-0.02,24.79,
8/15/2018 10:09,1.46,4.88,6.45,0,0.84,12.79,100,0.15,24.78,B109
8/15/2018 10:09,6.16,6.23,4.18,0,0.75,16.57,100,0.22,24.78,B109
8/15/2018 10:09,1.74,5.44,5.79,0,0.81,12.97,100,0.89,24.79,B109
8/15/2018 10:09,2.36,6.13,5.93,0,0.89,14.42,100,1.54,24.78,B109
8/15/2018 10:09,3.88,6.02,5.33,0,0.88,15.24,100,1.67,24.77,B109
8/15/2018 10:09,3.06,5.94,5.45,0,0.79,14.45,100,2.28,24.76,B109
8/15/2018 10:09,2.88,6.15,5.44,0,0.86,14.47,100,2.55,24.75,B109
8/15/2018 10:09,3.33,6.5,5.06,0,0.85,14.9,100,2.73,24.73,B109
