Date/Time,Green Algae,Bluegreen,Diatoms,Cryptophyta,Yellow substances,Total conc.,Transmission,Depth,Temp. Sample,Site
date,µg/l,µg/l,µg/l,µg/l,µg/l,µg/l,%,m,°C,
8/29/2018 14:17,0,0.75,0,0,0,0.75,85.78,-1.75,34.3,
8/29/2018 14:17,0,1.68,0,0,0,1.68,87.54,-1.74,34.31,
8/29/2018 14:17,0,1.61,0,0,0.11,1.61,86.92,-1.75,34.34,
8/29/2018 14:17,0,0.41,0,0.68,0.18,1.09,87.47,-1.74,34.34,
8/29/2018 14:17,0,1.2,0,0,0.1,1.2,87.69,-1.75,34.35,
8/29/2018 14:17,0,0,0,0,0,0,87.42,-1.74,34.34,
8/29/2018 14:17,0,0.21,0,0,0,0.21,87.93,-1.74,34.34,
8/29/2018 14:17,0,1.49,0,0,0,1.49,88.34,-1.73,34.34,
8/29/2018 14:17,0,0.49,0,0,0,0.49,88.15,-1.74,34.34,
8/29/2018 14:17,0,0,0,0.85,0,0.85,89.74,-1.74,34.36,
8/29/2018 14:17,0,0.12,0,0,0.07,0.12,88.91,-1.73,34.36,
8/29/2018 14:17,0.11,0,0,0,0.21,0.11,86.79,-1.74,34.36,
8/29/2018 14:17,0,0,0,0,0.68,0,87.85,-1.74,34.36,
8/29/2018 14:17,0,0,0,0,0,0,88.49,-1.74,34.36,
8/29/2018 14:17,0,1.2,0,0,0,1.2,89.06,-1.74,34.36,
8/29/2018 14:17,0,1.39,0,0,0.08,1.39,86.7,-1.74,34.36,
8/29/2018 14:17,0,1.54,0,0,0,1.54,87.37,-1.74,34.36,
8/29/2018 14:17,0,0,0,0,0,0,87.17,-1.75,34.35,
8/29/2018 14:17,0,0,0,0,0.14,0,88.36,-1.74,34.35,
8/29/2018 14:17,0,2,0,0,0,2,87.85,-1.75,34.34,
8/29/2018 14:17,0,0,0,0.93,0,0.93,88.18,-1.74,34.34,
8/29/2018 14:17,0,1.03,0,0,0,1.03,88.33,-1.74,34.36,
8/29/2018 14:17,0,0.01,0,0,0,0.01,89.24,-1.74,34.33,
8/29/2018 14:17,0,0.95,0.03,0,0,0.99,88.35,-1.74,34.34,
8/29/2018 14:18,0,2.01,0,0,0.05,2.01,89.43,-1.74,34.34,
8/29/2018 14:18,0,0.17,0,0,0,0.17,88.98,-1.74,34.34,
8/29/2018 14:18,0,0,1.09,0,0,1.09,87.88,-1.73,34.33,
8/29/2018 14:18,0,0.76,0,0,0,0.76,89.03,-1.74,34.31,
8/29/2018 14:18,0,0.1,0.43,0,0,0.53,87.77,-1.75,34.3,
8/29/2018 14:18,0,0.68,0,0,0,0.68,87.38,-1.74,34.29,
8/29/2018 14:18,0,1.32,0,0.1,0,1.42,87.81,-1.74,34.29,
8/29/2018 14:18,0,1.37,0.72,0,0,2.1,86.6,-1.74,34.29,
8/29/2018 14:18,0,2.75,0,0,0,2.75,88.69,-1.74,34.26,
8/29/2018 14:18,0,1.05,0,0,0.04,1.05,89,-1.74,34.23,
8/29/2018 14:18,0,0.58,0,0,0,0.58,87.52,-1.74,34.22,
8/29/2018 14:18,0,0.53,0,0,0,0.53,87.81,-1.74,34.22,
8/29/2018 14:18,0,0.87,0,0,0.21,0.87,87.34,-1.74,34.22,
8/29/2018 14:18,0,0.36,0.81,0,0,1.18,88.49,-1.75,34.21,
8/29/2018 14:18,0,0,0,0,0.1,0,81.6,-1.74,34.15,
8/29/2018 14:18,0.01,0.85,0,0.54,0,1.4,86.09,-1.74,34.12,
8/29/2018 14:18,0,0.42,0,0,0,0.42,68.28,-1.74,34.01,
8/29/2018 14:18,0,0,0,0.05,0,0.05,87.71,-1.74,33.89,
8/29/2018 14:18,0,1.12,0,0.51,0,1.63,87.5,-1.75,33.91,
8/29/2018 14:18,0,0.74,0,0,0,0.74,87.23,-1.74,33.94,
8/29/2018 14:18,0,1.77,0,0,0.14,1.77,61.25,-1.66,31.33,
8/29/2018 14:18,2.01,3.03,2.15,0,0.26,7.2,100,-1.12,27.65,
8/29/2018 14:18,5.35,2.55,1.21,0.64,0.26,9.76,100,-0.71,27.28,
8/29/2018 14:18,3.21,2.85,2.34,0,0.32,8.39,100,-0.17,26.46,
8/29/2018 14:18,2.64,4.1,2.81,0,0.35,9.55,100,0.41,25.35,
