Date/Time,Green Algae,Bluegreen,Diatoms,Cryptophyta,Yellow substances,Total conc.,Transmission,Depth,Temp. Sample,Site
date,µg/l,µg/l,µg/l,µg/l,µg/l,µg/l,%,m,°C,
,,,,,,,,,,
7/2/2018 11:05,6.28,8.35,3.81,0,0.6,18.44,94.9,0.7,25.31,Shack
7/2/2018 11:05,0,5.45,2.83,1.7,0.74,9.98,97.53,1.46,24.76,Shack
7/2/2018 11:05,3.91,5.99,2.63,0,0.87,12.53,98.34,1.91,24.24,Shack
7/2/2018 11:05,0,4.46,2.62,1.11,0.89,8.19,98.25,2.07,23.78,Shack
7/2/2018 11:05,0,2.29,2.09,0.41,0.75,4.8,98.48,3.09,22.78,Shack
7/2/2018 11:05,0,1.52,0.51,1.58,0.86,3.62,98.48,3.24,22.64,Shack
7/2/2018 11:05,0,2.31,1.75,0.47,0.71,4.54,98.66,3.29,22.53,Shack
7/2/2018 11:06,0,1.08,1.09,0.98,0.83,3.15,98.04,4.15,21.69,Shack
7/2/2018 11:06,0,0.95,0.82,0.56,0.91,2.33,98.4,4.72,21.1,Shack
7/2/2018 11:06,0,0.98,0.45,1.13,0.93,2.56,98.32,4.76,21.18,Shack
7/2/2018 11:06,0,0.2,0,0.91,0.92,1.11,98.53,5.67,20.85,Shack
7/2/2018 11:06,0,0.4,0.52,0,0.87,0.93,98.66,6.21,20.57,Shack
7/2/2018 11:06,0,0.42,0.29,0.25,0.89,0.96,98.64,6.28,20.61,Shack
7/2/2018 11:06,0,0.15,0,0.29,0.9,0.44,98.65,7.3,20.41,Shack
7/2/2018 11:06,0,0.26,0,0.1,0.92,0.36,98.58,7.52,20.37,Shack
7/2/2018 11:06,0,0.33,0.23,0,0.9,0.56,98.49,7.67,20.37,Shack
7/2/2018 11:06,0,0.2,0.09,0,0.9,0.29,98.3,8.53,20.28,Shack
7/2/2018 11:06,0,0.17,0,0,0.91,0.17,98.47,8.6,20.27,Shack
7/2/2018 11:06,0,0.16,0.01,0,0.92,0.17,98.21,9.31,20.17,Shack
7/2/2018 11:06,0,0.11,0.09,0,0.92,0.19,98.02,9.6,20.1,Shack
7/2/2018 11:06,0,0.1,0,0.09,0.91,0.19,97.97,9.59,20.15,Shack
7/2/2018 11:06,0,0.11,0,0,0.93,0.11,98.26,10.4,20.1,Shack
7/2/2018 11:06,0,0.09,0,0,0.95,0.09,98.41,10.94,20.01,Shack
7/2/2018 11:06,0,0.15,0,0,0.96,0.15,97.55,10.65,20.04,
7/2/2018 11:06,0,0.16,0,0,0.93,0.16,98,9.46,20.08,
7/2/2018 11:06,0,0.23,0.11,0,0.9,0.34,98.17,8.16,20.12,
7/2/2018 11:06,0,0.19,0,0.04,0.88,0.23,98.51,7.02,20.23,
7/2/2018 11:06,0,0.06,0,0.34,0.9,0.4,98.84,5.72,20.35,
7/2/2018 11:06,0,0.71,0.55,0,0.9,1.25,98.76,4.52,20.57,
7/2/2018 11:06,0,0.44,1.25,0.92,0.79,2.61,98.58,3.44,21.07,
7/2/2018 11:06,0,2.34,2.3,0,0.85,4.64,98.15,2.37,21.91,
7/2/2018 11:06,0,2.08,0.76,1.53,1.02,4.37,98.64,1.3,23.24,
7/2/2018 11:06,0,6.94,5.72,0,0.39,12.65,96.39,0.46,24.4,
7/2/2018 11:07,5.22,8.39,0,0,1.02,13.61,88.53,-0.34,24.9,
7/2/2018 11:07,0,2.61,0,0.49,0.33,3.1,56.45,-1.09,25.12,
7/2/2018 11:07,3.66,0,0,0,0,3.66,29.93,-1.21,24.95,
7/2/2018 11:07,0.55,0.05,0,0,0,0.6,70.28,-1.26,24.7,
7/2/2018 11:07,0,0,0,0,0,0,77.84,-1.25,24.49,
7/2/2018 11:07,0,0,0.47,0,0,0.47,78.32,-1.24,24.28,
7/2/2018 11:07,0,0,0.58,0,0.09,0.58,77.11,-1.25,24.1,
7/2/2018 11:07,0,0,0.48,0,0.02,0.48,76.89,-1.25,23.95,
7/2/2018 11:07,0,0.66,0,0,0.1,0.66,77.28,-1.25,23.84,
7/2/2018 11:07,0,0.61,0,0,0,0.61,76.54,-1.24,23.74,
7/2/2018 11:07,0,0,0,0,0.08,0,75.75,-1.23,23.65,
7/2/2018 11:57,14.9,33.11,0.46,0,0.02,48.47,62.73,-0.25,28.16,
7/2/2018 11:57,10.77,27.72,1.82,0,0.38,40.31,75.53,0.31,26.91,B109
7/2/2018 11:57,5.37,24.01,5.06,0,0.25,34.44,91.48,0.59,25.82,B109
7/2/2018 11:57,6.77,24.45,4.35,0,0.43,35.56,90.95,0.6,26.15,B109
7/2/2018 11:57,11.42,25.75,2.86,0,0.38,40.03,91.06,0.63,26.19,B109
7/2/2018 11:57,5.28,24.98,4.89,0,0.41,35.15,90.72,0.75,25.87,B109
7/2/2018 11:57,5.98,14.8,1.79,0,0.6,22.57,95.46,1.65,25.03,B109
7/2/2018 11:57,0.91,13.8,2.3,0,0.84,17.01,95.91,1.84,24.78,B109
7/2/2018 11:57,2.29,13.39,2.33,0,0.84,18,95.75,1.94,24.6,B109
7/2/2018 11:57,0,3.87,0.73,0,0.98,4.6,98.68,2.93,23.89,B109
7/2/2018 11:57,0,5.44,1.1,0,0.95,6.54,98.43,2.94,23.87,B109
7/2/2018 11:57,0,5.18,1.02,0,0.88,6.2,98.73,2.95,23.69,B109
7/2/2018 11:57,0,5.11,0.69,0,1.02,5.8,98.33,2.98,23.5,B109
7/2/2018 11:57,0,2.26,0.25,0,1.03,2.5,99.41,3.81,23.07,B109
7/2/2018 11:57,0,1.59,0.23,0.17,0.97,1.99,99.5,4.13,22.8,B109
7/2/2018 11:57,0,1.31,0.34,0,0.99,1.65,99.68,4.13,22.82,B109
7/2/2018 11:57,0,1.36,0.37,0,0.97,1.73,99.54,4.16,22.67,B109
7/2/2018 11:57,0,0.9,0.39,0,0.97,1.29,99.22,5.08,22.24,B109
7/2/2018 11:57,0,0.78,0,0.32,0.97,1.1,99.17,5.32,22.04,B109
7/2/2018 11:57,0,0.9,0.43,0,0.94,1.33,99.21,5.34,22,B109
7/2/2018 11:57,0,0.73,0.17,0.27,0.92,1.17,99.03,5.36,21.78,B109
7/2/2018 11:57,0,0.74,0.22,0.03,0.97,0.99,99.1,5.84,21.38,B109
7/2/2018 11:58,0,0.64,0.05,0.27,0.94,0.96,99.47,6.42,21.21,B109
7/2/2018 11:58,0,0.73,0.42,0,0.94,1.15,99.35,6.55,21.35,B109
7/2/2018 11:58,0,0.35,0.06,0.28,0.94,0.69,99.66,7.65,20.96,B109
7/2/2018 11:58,0,0.5,0.22,0.07,0.93,0.79,99.72,7.91,20.8,B109
7/2/2018 11:58,0,0.48,0.04,0.16,0.96,0.67,99.68,7.91,20.88,B109
7/2/2018 11:58,0,0.49,0.29,0,0.94,0.78,99.65,7.93,20.77,B109
7/2/2018 11:58,0,0.33,0.02,0.21,0.92,0.56,99.43,8.65,20.55,B109
7/2/2018 11:58,0,0.29,0.01,0.19,0.94,0.49,99.25,9.18,20.47,B109
7/2/2018 11:58,0,0.3,0,0.24,0.93,0.54,99.42,9.18,20.57,B109
7/2/2018 11:58,0,0.32,0.15,0,0.96,0.48,98.9,9.91,19.99,B109
7/2/2018 11:58,0,0.3,0.12,0,1.01,0.42,98.2,10.68,19.66,B109
7/2/2018 11:58,0,0.33,0.15,0,1,0.47,98.18,10.82,19.57,B109
7/2/2018 11:58,0,2.31,2.24,0,0,4.55,0.42,11.72,19.13,B109
7/2/2018 11:58,2.56,4.71,3.42,0,0.14,10.7,14.23,10.81,19.2,
7/2/2018 11:58,0,0.97,0.66,0,0.99,1.62,89.37,9.25,19.53,
7/2/2018 11:58,0,0.41,0.22,0,0.98,0.63,96.33,8.2,20.04,
7/2/2018 11:58,0,0.71,0.29,0,0.94,1,95.44,6.87,20.42,
7/2/2018 11:58,0,0.62,0.16,0.06,0.95,0.83,98.88,5.51,20.82,
7/2/2018 11:58,0,0.91,0.31,0,0.96,1.22,99.23,4.07,21.37,
7/2/2018 11:58,0,0.81,0,0.26,0.97,1.08,99.54,2.95,22.17,
7/2/2018 11:58,0,3.45,0.83,0,1,4.28,99.17,1.69,23.11,
7/2/2018 11:58,4.62,11.42,1.29,0,0.53,17.33,97.27,0.7,24.08,
7/2/2018 11:58,20.52,21.74,0,0,0.48,42.27,92.38,-0.3,25.29,
7/2/2018 11:58,8.01,7.64,0,0,0,15.65,47.98,-1.07,26.25,
7/2/2018 11:58,0,0.01,0.58,0,0.06,0.59,13.01,-1.15,26.43,
7/2/2018 11:59,0,1.99,0,0,0,1.99,49.63,-1.23,26.03,
7/2/2018 11:59,0,1.83,0,1.27,0,3.1,69.04,-1.23,25.71,
7/2/2018 11:59,0,0,2.88,0,0,2.88,53.04,-1.23,25.39,
7/2/2018 11:59,0,0,0,0,0.2,0,74.89,-1.23,25.08,
7/2/2018 11:59,0,1.88,0,0,0.68,1.88,76.66,-1.23,24.83,
7/2/2018 11:59,0,0,0.32,0,0,0.32,80.51,-1.23,24.6,
7/2/2018 12:31,0,11.13,4.19,0,0.58,15.32,85.2,-0.59,28.18,
7/2/2018 12:31,0,7.35,5.59,0,0.59,12.94,95.98,-0.39,28,
7/2/2018 12:31,0,9.78,8.25,0,0.19,18.03,96.85,0.33,27.64,B125
7/2/2018 12:31,6.03,8.6,7.96,0,0.32,22.59,96.11,0.64,27.43,B125
7/2/2018 12:31,0,9.54,8.3,1.21,0.53,19.05,96.36,0.67,27.49,B125
7/2/2018 12:31,2.71,5.96,5.28,0,0.81,13.96,97.87,1.7,25.34,B125
7/2/2018 12:31,0.05,5.57,6.52,0,0.61,12.15,98.12,1.89,24.23,B125
7/2/2018 12:31,0,4.52,3.91,1.82,0.82,10.25,98.53,2.31,23.76,B125
7/2/2018 12:31,0,3.54,3.83,0,0.7,7.37,99.06,2.72,22.87,B125
7/2/2018 12:31,0,2.1,2.12,1.19,0.86,5.41,99.47,3.25,22.94,B125
7/2/2018 12:31,0,2.1,2.3,1.53,0.7,5.93,98.93,3.26,22.94,B125
7/2/2018 12:32,0,2.31,2.09,1.68,0.89,6.08,99.26,3.7,22.69,B125
7/2/2018 12:32,0,2.45,1.91,0.92,0.77,5.28,99.71,4.57,21.94,B125
7/2/2018 12:32,0,2.22,1.47,1.54,0.75,5.23,99.4,4.68,21.97,B125
7/2/2018 12:32,0,1.65,0.89,1.21,0.86,3.75,99.81,5.32,21.51,B125
7/2/2018 12:32,0,0.74,0.4,0.91,0.86,2.05,99.9,6.06,20.93,B125
7/2/2018 12:32,0,0.94,0.26,1.15,0.91,2.35,100,6.07,21.19,B125
7/2/2018 12:32,0,0.71,0.31,0.58,0.9,1.61,99.89,6.94,20.88,B125
7/2/2018 12:32,0,0.39,0,0.48,0.91,0.88,100,7.33,20.66,B125
7/2/2018 12:32,0,0.59,0.51,0.16,0.86,1.26,99.96,7.65,20.68,B125
7/2/2018 12:32,0,0.6,0.47,0,0.89,1.08,99.87,8.46,20.59,B125
7/2/2018 12:32,0,0.48,0.38,0,0.89,0.85,99.89,8.5,20.61,B125
7/2/2018 12:32,0,0.25,0,0.21,0.9,0.46,99.76,9.55,20.51,B125
7/2/2018 12:32,0,0.43,0.26,0,0.9,0.69,99.75,9.65,20.49,B125
7/2/2018 12:32,0,0.35,0.16,0.04,0.9,0.55,99.68,9.76,20.44,B125
7/2/2018 12:32,0,0.3,0.12,0,0.92,0.42,99.24,11.05,20.27,B125
7/2/2018 12:32,0,2.04,1.85,0,0.23,3.89,18.9,11.4,20.13,B125
7/2/2018 12:32,0,1.8,1.49,0,0.84,3.29,64.41,10.45,20.24,
7/2/2018 12:32,0,0.44,0.24,0,0.92,0.68,95.78,9.11,20.34,
7/2/2018 12:32,0,0.18,0,0.19,0.92,0.36,99.58,7.79,20.39,
7/2/2018 12:32,0,0.36,0.15,0,0.96,0.51,99.88,6.55,20.42,
7/2/2018 12:32,0,0.26,0.22,0.24,0.92,0.73,99.97,5.32,20.54,
7/2/2018 12:32,0,1.08,0,1.25,0.88,2.33,100,4.07,21,
