Date/Time,Green Algae,Bluegreen,Diatoms,Cryptophyta,Yellow substances,Total conc.,Transmission,Depth,Temp. Sample,Site
date,µg/l,µg/l,µg/l,µg/l,µg/l,µg/l,%,m,°C,
10/3/2018 9:41,0,1.21,0,0.11,0,1.32,100,-1.22,17.11,
10/3/2018 9:41,0,0.4,0,0,0.02,0.4,100,-1.21,17.12,
10/3/2018 9:41,0,1.18,0,0,0,1.18,99.71,-1.22,17.15,
10/3/2018 9:41,0,1.17,0,0,0,1.17,99.62,-1.22,17.17,
10/3/2018 9:41,0,0.51,0,0,0,0.51,99.81,-1.22,17.18,
10/3/2018 9:41,0,1.44,0,0,0,1.44,99.86,-1.21,17.21,
10/3/2018 9:41,0,0.92,0,0,0.03,0.92,99.44,-1.21,17.21,
10/3/2018 9:41,0.33,1.31,0,0,0,1.64,99.64,-1.2,17.19,
10/3/2018 9:41,2.28,0.85,0,0,0,3.13,99.71,-1.21,17.14,
10/3/2018 9:41,0,1.12,0,0,0,1.12,99.58,-1.21,17.07,
10/3/2018 9:41,1.05,0.76,1.43,0.18,1,3.42,100,-0.9,17.5,
10/3/2018 9:41,0,1.15,2.25,0,0.98,3.4,100,-0.86,17.76,
10/3/2018 9:41,0,0.88,1.98,0,1.06,2.86,100,-0.8,17.73,
10/3/2018 9:41,0,1.12,2.23,0,1.06,3.36,100,-0.4,17.75,
10/3/2018 9:41,0,0.97,1.88,0.25,1.13,3.11,100,-0.13,17.72,
10/3/2018 9:41,0.7,0.95,2.04,0,1.03,3.69,100,-0.03,17.67,
10/3/2018 9:41,0,0.64,1.62,0.86,1.03,3.12,100,0.27,17.7,Shack
10/3/2018 9:41,0,0.9,2.3,0,0.98,3.2,100,0.33,17.74,Shack
10/3/2018 9:41,0,0.54,1.28,0.66,1.11,2.48,100,1.27,17.78,Shack
10/3/2018 9:41,0,0.5,0.99,1.15,1.05,2.64,100,1.73,17.8,Shack
10/3/2018 9:42,0,1.09,2.09,0.22,1.05,3.4,100,2.07,17.8,Shack
10/3/2018 9:42,0,0.91,2.05,0.18,1.06,3.14,100,2.69,17.82,Shack
10/3/2018 9:42,0,0.95,2.06,0,1.05,3.01,100,2.76,17.8,Shack
10/3/2018 9:42,0,1.08,2.06,0,1.06,3.13,100,3.63,17.82,Shack
10/3/2018 9:42,0,0.99,1.84,0.26,1.06,3.08,100,3.74,17.81,Shack
10/3/2018 9:42,0,0.83,1.83,0.24,1.06,2.91,100,4.43,17.81,Shack
10/3/2018 9:42,0,0.76,1.68,0.47,1.08,2.91,100,5.01,17.81,Shack
10/3/2018 9:42,0,0.82,1.67,0.39,1.07,2.89,100,5.2,17.8,Shack
10/3/2018 9:42,0,0.86,1.82,0.18,1.02,2.86,100,6.1,17.81,Shack
10/3/2018 9:42,0,0.85,1.72,0.33,1.05,2.91,100,6.2,17.82,Shack
10/3/2018 9:42,0,0.81,1.64,0.32,1.07,2.76,100,6.92,17.81,Shack
10/3/2018 9:42,0,0.87,1.86,0.18,1.05,2.91,100,7.38,17.81,Shack
10/3/2018 9:42,0,0.82,1.75,0.28,1.06,2.85,100,7.65,17.81,Shack
10/3/2018 9:42,0,0.97,1.95,0.19,1.04,3.11,100,8.61,17.81,Shack
10/3/2018 9:42,0,0.9,1.98,0.48,1.09,3.36,100,8.68,17.8,Shack
10/3/2018 9:42,0,0.87,1.8,0.31,1.07,2.98,100,9.54,17.79,Shack
10/3/2018 9:42,0,0.77,1.53,0.23,1.08,2.54,100,10.29,17.77,Shack
10/3/2018 9:42,0,0.81,1.33,0.12,1.1,2.26,100,10.95,17.75,Shack
10/3/2018 9:42,0,0.93,1.04,0,1.08,1.96,100,11.44,17.74,Shack
10/3/2018 9:42,2.22,3.39,2.35,0,0.15,7.96,19.54,11.61,17.73,Shack
10/3/2018 9:42,5.2,7.53,4.6,0,0.29,17.33,20.42,11.15,17.74,
10/3/2018 9:42,0.54,3.94,3.38,0,1.02,7.86,88.89,10.17,17.75,
10/3/2018 9:42,0,1.25,1.97,0,1.06,3.22,100,9.22,17.76,
10/3/2018 9:42,0,0.96,1.6,0.13,1.06,2.69,100,8.19,17.8,
10/3/2018 9:42,0,0.94,1.64,0.27,1.05,2.85,100,6.98,17.81,
10/3/2018 9:43,0,0.78,1.42,0.45,1.06,2.65,100,5.86,17.82,
10/3/2018 9:43,0,0.78,1.54,0.4,1.08,2.72,100,4.9,17.81,
10/3/2018 9:43,0,1.06,2.19,0,1.03,3.25,100,3.88,17.82,
10/3/2018 9:43,0,0.89,1.96,0.2,1.01,3.05,100,2.89,17.82,
10/3/2018 9:43,0,0.73,1.55,0.57,1.06,2.86,100,2.01,17.83,
10/3/2018 9:43,0,0.79,2,0.42,1,3.21,100,1.05,17.83,
10/3/2018 9:43,0,0.92,1.68,0.4,1.04,3,100,0.09,17.81,
10/3/2018 9:43,0,0.73,1.16,0.69,1.06,2.58,100,-0.71,17.83,
10/3/2018 9:43,0,1.15,1.11,0,0.68,2.26,100,-1.03,17.79,
10/3/2018 9:43,0,0,0,0.13,0.05,0.13,100,-1.14,17.72,
10/3/2018 9:43,0,0,0,0,0.16,0,98.95,-1.22,17.59,
10/3/2018 9:43,0,0,0,0,0,0,99.16,-1.21,17.4,
10/3/2018 9:43,0,0,0,0,0,0,99.24,-1.21,17.26,
10/3/2018 9:43,0.52,0,0,0,0.01,0.52,99.06,-1.21,17.2,
10/3/2018 9:43,0,0,0,0,0.06,0,99.05,-1.2,17.13,
10/3/2018 10:22,0,0.01,0,0,0.09,0.01,100,-1.15,14.56,
10/3/2018 10:22,0,0.72,0,0,0,0.72,100,-1.14,14.56,
10/3/2018 10:22,0,0.65,0,0,0.17,0.65,100,-1.13,14.57,
10/3/2018 10:22,1.21,2.47,0,0,0,3.68,100,-1.14,14.55,
10/3/2018 10:22,0,1.02,0.8,0,0,1.82,100,-1.13,14.55,
10/3/2018 10:22,0,1.8,0,0,0.03,1.8,100,-1.13,14.54,
10/3/2018 10:23,0.57,1.73,0,0,0,2.3,100,-1.16,14.55,
10/3/2018 10:23,0,0.96,0,0,0,0.96,100,-1.14,14.54,
10/3/2018 10:23,0,0.96,0,0,0,0.96,100,-1.15,14.52,
10/3/2018 10:23,0,1.81,0,0,0,1.81,100,-1.15,14.51,
10/3/2018 10:23,0,0.3,1.12,0,0,1.43,97.23,-1.08,15.15,
10/3/2018 10:23,0,2.06,6.05,0.51,1.26,8.62,100,-0.74,17.08,
10/3/2018 10:23,0,1.84,3.31,2.41,1.47,7.55,100,-0.7,17.85,
10/3/2018 10:23,4.28,3.1,5.49,0,1.01,12.87,100,-0.47,17.83,
10/3/2018 10:23,0.14,2.36,6.54,0,1.1,9.05,100,0.15,17.91,B109
10/3/2018 10:23,1.87,2.43,5.64,0.09,1.07,10.05,100,0.42,17.94,B109
10/3/2018 10:23,2.3,2.53,5.99,0,1.06,10.82,100,0.64,17.94,B109
10/3/2018 10:23,1.44,2.7,5.42,0,1.19,9.56,100,1.64,17.96,B109
10/3/2018 10:23,2.47,2.29,5.61,0,1.09,10.37,100,1.82,17.93,B109
10/3/2018 10:23,0.66,2.51,6.44,0,1.09,9.61,100,2.18,17.96,B109
10/3/2018 10:23,2.35,2.45,5.58,0,1.11,10.38,100,3.01,17.97,B109
10/3/2018 10:23,0.56,2.46,6.04,0,1.18,9.06,100,3.04,17.98,B109
10/3/2018 10:23,1.06,2.37,5.87,0,1.15,9.3,100,4.08,18.02,B109
10/3/2018 10:23,2.19,2.34,5.57,0,1.13,10.09,100,4.3,18.01,B109
10/3/2018 10:23,1.63,2.34,5.41,0,1.15,9.38,100,4.76,18.01,B109
10/3/2018 10:23,2.1,2.33,5.6,0,1.13,10.04,100,5.52,17.99,B109
10/3/2018 10:23,1.96,2.27,5.53,0,1.11,9.76,100,6.14,18,B109
10/3/2018 10:23,2.12,2.26,5.36,0,1.12,9.74,100,6.83,18,B109
10/3/2018 10:23,1.66,2.29,5.43,0,1.15,9.38,100,7.13,18,B109
