"","agency_cd","site_no","sample_dt","sample_tm","sample_end_dt","sample_end_tm","sample_start_time_datum_cd","tm_datum_rlbty_cd","coll_ent_cd","medium_cd","project_cd","aqfr_cd","tu_id","body_part_id","hyd_cond_cd","samp_type_cd","hyd_event_cd","sample_lab_cm_tx","parm_cd","remark_cd","result_va","val_qual_tx","meth_cd","dqi_cd","rpt_lev_va","rpt_lev_cd","lab_std_va","prep_set_no","prep_dt","anl_set_no","anl_dt","result_lab_cm_tx","anl_ent_cd","startDateTime","Analyte","Site"
"16","USGS","0134277112",2011-11-30,"05:00",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.47,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2011-11-30 05:00:00,"SO4","Reference"
"17","USGS","0134277112",2011-12-01,"14:45",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,4.14,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2011-12-01 14:45:00,"DOC","Reference"
"18","USGS","0134277112",2011-12-01,"14:45",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.62,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2011-12-01 14:45:00,"SO4","Reference"
"19","USGS","0134277112",2012-01-25,"13:45",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,3.33,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-01-25 13:45:00,"DOC","Reference"
"20","USGS","0134277112",2012-01-25,"13:45",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.57,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-01-25 13:45:00,"SO4","Reference"
"21","USGS","0134277112",2012-03-15,"12:30",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,3.27,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-03-15 12:30:00,"DOC","Reference"
"22","USGS","0134277112",2012-03-15,"12:30",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.51,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-03-15 12:30:00,"SO4","Reference"
"23","USGS","0134277112",2012-03-16,"15:15",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,3.63,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-03-16 15:15:00,"DOC","Reference"
"24","USGS","0134277112",2012-03-16,"15:15",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.33,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-03-16 15:15:00,"SO4","Reference"
"25","USGS","0134277112",2012-03-18,"17:30",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,3.68,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-03-18 17:30:00,"DOC","Reference"
"26","USGS","0134277112",2012-03-18,"17:30",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.2,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-03-18 17:30:00,"SO4","Reference"
"27","USGS","0134277112",2012-03-22,"11:40",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,3.31,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-03-22 11:40:00,"DOC","Reference"
"28","USGS","0134277112",2012-03-22,"11:40",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.42,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-03-22 11:40:00,"SO4","Reference"
"29","USGS","0134277112",2012-04-18,"12:45",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,3.24,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-04-18 12:45:00,"DOC","Reference"
"30","USGS","0134277112",2012-04-18,"12:45",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.88,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-04-18 12:45:00,"SO4","Reference"
"31","USGS","0134277112",2012-05-15,"15:15",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,4.62,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-05-15 15:15:00,"DOC","Reference"
"32","USGS","0134277112",2012-05-15,"15:15",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.57,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-05-15 15:15:00,"SO4","Reference"
"33","USGS","0134277112",2012-06-07,"09:30",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","7","9",NA,"00681",NA,4.24,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-06-07 09:30:00,"DOC","Reference"
"34","USGS","0134277112",2012-06-07,"09:30",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","7","9",NA,"00945",NA,3.02,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-06-07 09:30:00,"SO4","Reference"
"35","USGS","0134277112",2012-06-07,"09:31",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","7","9",NA,"00681",NA,3.96,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-06-07 09:31:00,"DOC","Reference"
"36","USGS","0134277112",2012-06-07,"09:31",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","7","9",NA,"00945",NA,2.88,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-06-07 09:31:00,"SO4","Reference"
"37","USGS","0134277112",2012-06-07,"09:32",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","7","9",NA,"00681",NA,3.98,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-06-07 09:32:00,"DOC","Reference"
"38","USGS","0134277112",2012-06-07,"09:32",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","7","9",NA,"00945",NA,2.93,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-06-07 09:32:00,"SO4","Reference"
"39","USGS","0134277112",2012-07-09,"10:40",NA,NA,"EST","K",NA,"WS","HONNEDAGA",NA,"0",NA,"9","9","9",NA,"00681",NA,3.02,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-07-09 10:40:00,"DOC","Reference"
"40","USGS","0134277112",2012-07-09,"10:40",NA,NA,"EST","K",NA,"WS","HONNEDAGA",NA,"0",NA,"9","9","9",NA,"00945",NA,3.6,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-07-09 10:40:00,"SO4","Reference"
"41","USGS","0134277112",2012-07-09,"10:40",NA,NA,"EST","K",NA,"WS","HONNEDAGA",NA,"0",NA,"9","9","9",NA,"50285","<",0.04,NA,NA,"R",0.04,"MDL",NA,NA,NA,NA,20120823,"; Filter type:Q; Bottle ID: DPK150BFG","USGSWIML",2012-07-09 10:40:00,"MeHg","Reference"
"42","USGS","0134277112",2012-07-09,"10:40",NA,NA,"EST","K",NA,"WS","HONNEDAGA",NA,"0",NA,"9","9","9",NA,"50287",NA,1.15,NA,NA,"R",0.04,"MDL",NA,NA,NA,NA,20120727,"; Filter type:Q; Bottle ID: NVD544BGM","USGSWIML",2012-07-09 10:40:00,"Hg","Reference"
"43","USGS","0134277112",2012-07-24,"09:30",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,3.53,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-07-24 09:30:00,"DOC","Reference"
"44","USGS","0134277112",2012-07-24,"09:30",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,3.6,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-07-24 09:30:00,"SO4","Reference"
"45","USGS","0134277112",2012-07-30,"21:20",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,3.81,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-07-30 21:20:00,"DOC","Reference"
"46","USGS","0134277112",2012-07-30,"21:20",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,3.6,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-07-30 21:20:00,"SO4","Reference"
"47","USGS","0134277112",2012-08-05,"08:58",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,4.28,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-08-05 08:58:00,"DOC","Reference"
"48","USGS","0134277112",2012-08-05,"08:58",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,3.44,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-08-05 08:58:00,"SO4","Reference"
"49","USGS","0134277112",2012-08-05,"18:16",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,5.36,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-08-05 18:16:00,"DOC","Reference"
"50","USGS","0134277112",2012-08-05,"18:16",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.61,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-08-05 18:16:00,"SO4","Reference"
"51","USGS","0134277112",2012-08-10,"00:21",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,4.73,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-08-10 00:21:00,"DOC","Reference"
"52","USGS","0134277112",2012-08-10,"00:21",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,3.17,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-08-10 00:21:00,"SO4","Reference"
"53","USGS","0134277112",2012-08-13,"15:45",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,3.99,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-08-13 15:45:00,"DOC","Reference"
"54","USGS","0134277112",2012-08-13,"15:45",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,3.54,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-08-13 15:45:00,"SO4","Reference"
"55","USGS","0134277112",2012-08-27,"23:10",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,4.85,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-08-27 23:10:00,"DOC","Reference"
"56","USGS","0134277112",2012-08-27,"23:10",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.33,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-08-27 23:10:00,"SO4","Reference"
"57","USGS","0134277112",2012-09-18,"17:25",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,6.6,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-09-18 17:25:00,"DOC","Reference"
"58","USGS","0134277112",2012-09-18,"17:25",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.53,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-09-18 17:25:00,"SO4","Reference"
"59","USGS","0134277112",2012-09-25,"08:15",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,4.24,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-09-25 08:15:00,"DOC","Reference"
"60","USGS","0134277112",2012-09-25,"08:15",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,3.57,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-09-25 08:15:00,"SO4","Reference"
"61","USGS","0134277112",2012-10-01,"11:25",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,6,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-10-01 11:25:00,"DOC","Reference"
"62","USGS","0134277112",2012-10-01,"11:25",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.88,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-10-01 11:25:00,"SO4","Reference"
"63","USGS","0134277112",2012-10-17,"13:45",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,4.71,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-10-17 13:45:00,"DOC","Reference"
"64","USGS","0134277112",2012-10-17,"13:45",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,3.07,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-10-17 13:45:00,"SO4","Reference"
"65","USGS","0134277112",2012-10-19,"14:18",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,7.67,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-10-19 14:18:00,"DOC","Reference"
"66","USGS","0134277112",2012-10-19,"14:18",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.56,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-10-19 14:18:00,"SO4","Reference"
"67","USGS","0134277112",2012-11-13,"14:43",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,4.25,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-11-13 14:43:00,"DOC","Reference"
"68","USGS","0134277112",2012-11-13,"14:43",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,3.1,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2012-11-13 14:43:00,"SO4","Reference"
"69","USGS","0134277112",2013-01-28,"14:15",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,2.85,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-01-28 14:15:00,"DOC","Reference"
"70","USGS","0134277112",2013-01-28,"14:15",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,3.19,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-01-28 14:15:00,"SO4","Reference"
"71","USGS","0134277112",2013-03-26,"14:05",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,3.11,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-03-26 14:05:00,"DOC","Reference"
"72","USGS","0134277112",2013-03-26,"14:05",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.91,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-03-26 14:05:00,"SO4","Reference"
"73","USGS","0134277112",2013-04-17,"10:20",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,4.37,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-04-17 10:20:00,"DOC","Reference"
"74","USGS","0134277112",2013-04-17,"10:20",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.46,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-04-17 10:20:00,"SO4","Reference"
"75","USGS","0134277112",2013-04-17,"15:26",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,4.54,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-04-17 15:26:00,"DOC","Reference"
"76","USGS","0134277112",2013-04-17,"15:26",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.43,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-04-17 15:26:00,"SO4","Reference"
"77","USGS","0134277112",2013-04-19,"20:25",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,5.21,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-04-19 20:25:00,"DOC","Reference"
"78","USGS","0134277112",2013-04-19,"20:25",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,1.89,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-04-19 20:25:00,"SO4","Reference"
"79","USGS","0134277112",2013-04-25,"02:17",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,4.87,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-04-25 02:17:00,"DOC","Reference"
"80","USGS","0134277112",2013-04-25,"02:17",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.3,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-04-25 02:17:00,"SO4","Reference"
"81","USGS","0134277112",2013-05-16,"09:30",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,3.95,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-05-16 09:30:00,"DOC","Reference"
"82","USGS","0134277112",2013-05-16,"09:30",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,3.02,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-05-16 09:30:00,"SO4","Reference"
"83","USGS","0134277112",2013-06-11,"08:45",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,6.29,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-06-11 08:45:00,"DOC","Reference"
"84","USGS","0134277112",2013-06-11,"08:45",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.15,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-06-11 08:45:00,"SO4","Reference"
"85","USGS","0134277112",2013-06-18,"07:45",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","7","9",NA,"00681",NA,4.53,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-06-18 07:45:00,"DOC","Reference"
"86","USGS","0134277112",2013-06-18,"07:45",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","7","9",NA,"00945",NA,2.8,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-06-18 07:45:00,"SO4","Reference"
"87","USGS","0134277112",2013-06-18,"07:46",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","7","9",NA,"00681",NA,4.46,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-06-18 07:46:00,"DOC","Reference"
"88","USGS","0134277112",2013-06-18,"07:46",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","7","9",NA,"00945",NA,2.77,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-06-18 07:46:00,"SO4","Reference"
"89","USGS","0134277112",2013-06-18,"07:47",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","7","9",NA,"00681",NA,4.55,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-06-18 07:47:00,"DOC","Reference"
"90","USGS","0134277112",2013-06-18,"07:47",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","7","9",NA,"00945",NA,2.83,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-06-18 07:47:00,"SO4","Reference"
"91","USGS","0134277112",2013-06-28,"04:06",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,5.35,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-06-28 04:06:00,"DOC","Reference"
"92","USGS","0134277112",2013-06-28,"04:06",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.41,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-06-28 04:06:00,"SO4","Reference"
"93","USGS","0134277112",2013-06-28,"09:41",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,7.38,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-06-28 09:41:00,"DOC","Reference"
"94","USGS","0134277112",2013-06-28,"09:41",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.03,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-06-28 09:41:00,"SO4","Reference"
"95","USGS","0134277112",2013-07-08,"12:52",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,5.79,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-07-08 12:52:00,"DOC","Reference"
"96","USGS","0134277112",2013-07-08,"12:52",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.5,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-07-08 12:52:00,"SO4","Reference"
"97","USGS","0134277112",2013-07-17,"11:00",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","7","9",NA,"00681",NA,4.46,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-07-17 11:00:00,"DOC","Reference"
"98","USGS","0134277112",2013-07-17,"11:00",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","7","9",NA,"00945",NA,3.07,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-07-17 11:00:00,"SO4","Reference"
"99","USGS","0134277112",2013-07-17,"11:01",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","7","9",NA,"00681",NA,4.47,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-07-17 11:01:00,"DOC","Reference"
"100","USGS","0134277112",2013-07-17,"11:01",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","7","9",NA,"00945",NA,3.01,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-07-17 11:01:00,"SO4","Reference"
"101","USGS","0134277112",2013-07-17,"11:02",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","7","9",NA,"00681",NA,4.47,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-07-17 11:02:00,"DOC","Reference"
"102","USGS","0134277112",2013-07-17,"11:02",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","7","9",NA,"00945",NA,3.05,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-07-17 11:02:00,"SO4","Reference"
"103","USGS","0134277112",2013-07-30,"16:40",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,4.29,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-07-30 16:40:00,"DOC","Reference"
"104","USGS","0134277112",2013-07-30,"16:40",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,3.33,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-07-30 16:40:00,"SO4","Reference"
"105","USGS","0134277112",2013-08-20,"10:15",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,4,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-08-20 10:15:00,"DOC","Reference"
